line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
2504;hme;Eastern Huishui Hmong;Eastern Huishui Hmong language;regular;hmn;Hmong;;;;;Eastern Huishui Miao;
2505;hmf;Hmong Don;Hmong Don language;regular;hmn;Hmong;;;;;;
2506;hmg;Southwestern Guiyang Hmong;Southwestern Guiyang Hmong language;regular;hmn;Hmong;;;;;;
2507;hmh;Southwestern Huishui Hmong;Southwestern Huishui Hmong language;regular;hmn;Hmong;;;;;Southwestern Huishui Miao;
2508;hmi;Northern Huishui Hmong;Northern Huishui Hmong language;regular;hmn;Hmong;;;;;Northern Huishui Miao;
2509;hmj;Ge;Ge language;regular;hmn;Hmong;;;;;Gedou Miao;
2510;hmk;Maek;Maek language;regular;qfa-kor;Koreanic;;;;;Ye-Maek,Yemaek;
2511;hml;Luopohe Hmong;Luopohe Hmong language;regular;hmn;Hmong;;;;;;
2512;hmm;Central Mashan Hmong;Central Mashan Hmong language;regular;hmn;Hmong;;;;;Central Mashan Miao;
2513;hmn-pro;Proto-Hmong;Proto-Hmong language;reconstructed;hmn;Hmong;;;exceptional;Latnx;;
2514;hmp;Northern Mashan Hmong;Northern Mashan Hmong language;regular;hmn;Hmong;;;;;Northern Mashan Miao;
2515;hmq;Eastern Qiandong Miao;Eastern Qiandong Miao language;regular;hmn;Hmong;;;;;Black Miao;
2516;hmr;Hmar;Hmar language;regular;tbq-kuk;Kukish;;;;;;
2517;hms;Southern Qiandong Miao;Southern Qiandong Miao language;regular;hmn;Hmong;;;;;Black Miao;
2518;hmt;Hamtai;Hamtai language;regular;ngf;Trans-New Guinea;;;;;Kapau;
2519;hmu;Hamap;Hamap language;regular;qfa-tap;Timor-Alor-Pantar;;;;;;
2520;hmv;Hmong Dô;Hmong Dô language;regular;hmn;Hmong;;;;;Hmong Do;
2521;hmw;Western Mashan Hmong;Western Mashan Hmong language;regular;hmn;Hmong;;;;;Western Mashan Miao;
2522;hmx-mie-pro;Proto-Mien;Proto-Mien language;reconstructed;hmx-mie;Mien;;;exceptional;Latnx;;
2523;hmx-pro;Proto-Hmong-Mien;Proto-Hmong-Mien language;reconstructed;hmx;Hmong-Mien;;;exceptional;Latnx;;
2524;hmy;Southern Guiyang Hmong;Southern Guiyang Hmong language;regular;hmn;Hmong;;;;;;
2525;hmz;Hmong Shua;Hmong Shua language;regular;hmn;Hmong;;;;;Hmong Sua;
2526;hna;Mina;Mina language;regular;cdc-cbm;Central Chadic;;;;;Mina (Cameroon),Hina,Besleri;
2527;hnd;Southern Hindko;Southern Hindko language;regular;inc-pan;Punjabi-Lahnda;;;;;;
2528;hne;Chhattisgarhi;Chhattisgarhi language;regular;inc-hie;Eastern Hindi;;;;Deva;;
2529;hnh;ǁAni;ǁAni language;regular;khi-kal;Kalahari Khoe;;;;Latnx;;
2530;hni;Hani;Hani language;regular;tbq-lol;Loloish;;;;;;
2531;hnj;Green Hmong;Green Hmong language;regular;hmn;Hmong;;;;Latn,Hmng;;
2532;hnn;Hanunoo;Hanunoo language;regular;phi;Philippine;;;;Hano,Latn;;
2533;hno;Northern Hindko;Northern Hindko language;regular;inc-pan;Punjabi-Lahnda;;;;Arab;Kagani,Hazara Hindko,Hindki of Hazara;
2534;hns;Caribbean Hindustani;Caribbean Hindustani language;regular;inc-hie;Eastern Hindi;;;;;Caribbean Bhojpuri;
2535;hnu;Hung;Hung language;regular;mkh-vie;Vietic;;;;;;
2536;ho;Hiri Motu;Hiri Motu language;regular;crp;creole or pidgin;;;;Latn;;
2537;hoa;Hoava;Hoava language;regular;poz-ocw;Western Oceanic;;;;Latn;;
2538;hob;Austronesian Mari;Austronesian Mari language;regular;poz-ocw;Western Oceanic;;;;Latn;Mari (Madang Province),Hop;
2539;hoc;Ho;Ho language;regular;mun;Munda;;;;Wara,Orya,Deva,Latn;;
2540;hod;Holma;Holma language;regular;cdc-cbm;Central Chadic;;;;Latn;;
2541;hoe;Horom;Horom language;regular;nic-ple;East Plateau;;;;Latn;;
2542;hoh;Hobyót;Hobyót language;regular;sem-sar;Modern South Arabian;;;;Arab,Latn;;
2543;hoi;Holikachuk;Holikachuk language;regular;ath-nor;North Athabaskan;;;;Latn;;
2544;hoj;Hadothi;Hadothi language;regular;inc-wes;Western Indo-Aryan;;;;;Harauti;
2545;hol;Holu;Holu language;regular;bnt-pen;Pende;;;;Latn;;
2546;hom;Homa;Homa language;regular;bnt-boa;Boan;;;;Latn;;
2547;hoo;Holoholo;Holoholo language;regular;bnt-tkm;Takama;;;;Latn;;
2548;hop;Hopi;Hopi language;regular;azc;Uto-Aztecan;;;;Latn;Moqui;
2549;hor;Horo;Horo language;regular;csu-sar;Sara;;;;;;
2550;hos;Ho Chi Minh City Sign Language;Ho Chi Minh City Sign Language;regular;sgn;sign;;;;Latn;;
2551;hot;Hote;Hote language;regular;poz-ocw;Western Oceanic;;;;Latn;;
2552;hov;Hovongan;Hovongan language;regular;poz;Malayo-Polynesian;;;;;;
2553;how;Honi;Honi language;regular;tbq-lol;Loloish;;;;;Haoni,Baihong,Hao-Bai,Ho;
2554;hoy;Holiya;Holiya language;regular;dra;Dravidian;;;;;;
2555;hoz;Hozo;Hozo language;regular;omv-mao;Mao;;;;;;
2556;hpo;Hpon;Hpon language;regular;tbq-brm;Burmish;;;;;;
2557;hps;Hawai'i Pidgin Sign Language;Hawai'i Pidgin Sign Language;regular;sgn;sign;;;;Latn;Hawaiian Sign Language,Hula,Hawaii Sign Language;
2558;hra;Hrangkhol;Hrangkhol language;regular;tbq-kuk;Kukish;;;;;;
2559;hrc;Niwer Mil;Niwer Mil language;regular;poz-oce;Oceanic;;;;Latn;Tangga;
2560;hre;Hre;Hre language;regular;mkh-nbn;North Bahnaric;;;;;Hrê;
2561;hrk;Haruku;Haruku language;regular;poz-cma;Central Maluku;;;;;;
2562;hrm;Horned Miao;Horned Miao language;regular;hmn;Hmong;;;;;;
2563;hro;Haroi;Haroi language;regular;cmc;Chamic;;;;Latn;;
2564;hrp;Nhirrpi;Nhirrpi language;regular;aus-kar;Karnic;;;;;;
2565;hrt;Hértevin;Hértevin language;regular;sem-nna;Northeastern Neo-Aramaic;;;;Latn;;
2566;hru;Hruso;Hruso language;regular;sit-hrs;Hrusish;;;;;;
2567;hrw;Warwar Feni;Warwar Feni language;regular;poz-oce;Oceanic;;;;Latn;Feni;
2568;hrx;Hunsrik;Hunsrik language;regular;gmw;West Germanic;;;;Latn;;
2569;hrz;Harzani;Harzani language;regular;xme-ttc;Tatic;;;;;Harzandi;
2570;hsb;Upper Sorbian;Upper Sorbian language;regular;wen;Sorbian;sortkey;;;Latn;;
2571;hsh;Hungarian Sign Language;Hungarian Sign Language;regular;sgn;sign;;;;Latn;;
2572;hsl;Hausa Sign Language;Hausa Sign Language;regular;sgn;sign;;;;Latn;;
2573;hsn;Xiang;Xiang language;regular;zhx;Sinitic;sortkey;;;Hani,Hant,Hans;;
2574;hss;Harsusi;Harsusi language;regular;sem-sar;Modern South Arabian;;;;Arab,Latn;;
2575;ht;Haitian Creole;Haitian Creole language;regular;crp;creole or pidgin;sortkey;;;Latn;;
2576;hti;Hoti;Hoti language;regular;poz-cma;Central Maluku;;;;Latn;;
2577;hto;Minica Huitoto;Minica Huitoto language;regular;sai-wit;Witotoan;;;;Latn;Minica,Minica Witoto;
2578;hts;Hadza;Hadza language;regular;qfa-iso;isolate;;;;Latn;;
2579;htu;Hitu;Hitu language;regular;poz-cma;Central Maluku;;;;Latn;;
2580;hu;Hungarian;Hungarian language;regular;urj-ugr;Ugric;sortkey;;;Latn,Hung;;standard characters
2581;hub;Huambisa;Huambisa language;regular;sai-jiv;Jivaroan;;;;Latn;Huambiza,Wambisa;
2582;huc;ǂHoan;ǂHoan language;regular;khi-kxa;Kx'a;;;;Latnx;ǂ’Amkoe,ǂHȍã,ǂHȍȁn;
2583;hud;Huaulu;Huaulu language;regular;poz-cma;Central Maluku;;;;Latn;;
2584;huf;Humene;Humene language;regular;ngf;Trans-New Guinea;;;;Latn;;
2585;hug;Huachipaeri;Huachipaeri language;regular;sai-har;Harákmbut;;;;Latn;;
2586;huh;Huilliche;Huilliche language;regular;sai-ara;Araucanian;;;;Latn;;
2587;hui;Huli;Huli language;regular;paa-eng;Engan;;;;Latn;;
2588;huj;Northern Guiyang Hmong;Northern Guiyang Hmong language;regular;hmn;Hmong;;;;;;
2589;huk;Hulung;Hulung language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;;;
2590;hul;Hula;Hula language;regular;poz-ocw;Western Oceanic;;;;Latn;;
2591;hum;Hungana;Hungana language;regular;bnt-yak;Yaka;;;;;;
2592;huo;Hu;Hu language;regular;mkh-pal;Palaungic;;;;;;
2593;hup;Hupa;Hupa language;regular;ath-pco;Pacific Coast Athabaskan;;;;Latn;;
2594;huq;Tsat;Tsat language;regular;cmc;Chamic;;;;;Hainan Cham,Hui,Huihui,Sanya Hui,Utsat,Utset;
2595;hur;Halkomelem;Halkomelem language;regular;sal;Salishan;;;;Latn;;
2596;hus;Wastek;Wastek language;regular;myn;Mayan;;;;Latn;Huastek,Huasteka,Huasteque,Huaxteca,Huaxteco,Huaxteque,Huastecan;
2597;huu;Murui Huitoto;Murui Huitoto language;regular;sai-wit;Witotoan;;;;Latn;Murui,Murui Witoto;
2598;huv;Huave;Huave language;regular;qfa-iso;isolate;;;;Latn;San Mateo del Mar Huave,San Dionisio del Mar Huave,Santa María del Mar Huave,San Francisco del Mar Huave;
2599;huw;Hukumina;Hukumina language;regular;poz-cma;Central Maluku;;;;Latn;Palumata;
2600;hux;Nüpode Huitoto;Nüpode Huitoto language;regular;sai-wit;Witotoan;;;;Latn;Nüpode,Nüpode Witoto;
2601;huy;Hulaulá;Hulaulá language;regular;sem-nna;Northeastern Neo-Aramaic;;;;;;
2602;huz;Hunzib;Hunzib language;regular;cau-ets;East Tsezian;;autodetect;;Cyrl;;
2603;hvc;Haitian Vodoun Culture Language;Haitian Vodoun Culture Language;regular;crp;creole or pidgin;;;;Latn;Langaj,Langay;
2604;hvk;Haveke;Haveke language;regular;poz-cln;New Caledonian;;;;Latn;;
2605;hvn;Sabu;Sabu language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;Savu;
2606;hwa;Wané;Wané language;regular;kro-ekr;Eastern Kru;;;;Latn;;
2607;hwc;Hawaiian Creole;Hawaiian Creole language;regular;crp;creole or pidgin;;;;Latn;Hawaiian Creole English,Hawai'ian Creole English,Hawaiian Pidgin,Hawai'ian Creole;
2608;hwo;Hwana;Hwana language;regular;cdc-cbm;Central Chadic;;;;Latn;;
2609;hy;Armenian;Armenian language;regular;hyx;Armenian;sortkey;autodetect;;Armn,Brai;;
2610;hya;Hya;Hya language;regular;cdc-cbm;Central Chadic;;;;Latn;;
2611;hyx-pro;Proto-Armenian;Proto-Armenian language;reconstructed;hyx;Armenian;;;exceptional;Latn;;
2612;hz;Herero;Herero language;regular;bnt-swb;Southwest Bantu;;;;Latn;;
2613;ia;Interlingua;Interlingua language;regular;art;constructed;;;;Latn;;
2614;iai;Iaai;Iaai language;regular;poz-occ;Central-Eastern Oceanic;;;;Latn;;
2615;ian;Iatmul;Iatmul language;regular;paa-spk;Sepik;;;;;;
2616;iar;Purari;Purari language;regular;paa;Papuan;;;;;;
2617;iba;Iban;Iban language;regular;poz-mly;Malayic;;;;Latn;;
2618;ibb;Ibibio;Ibibio language;regular;nic-ief;Ibibio-Efik;;;;Latn;;
2619;ibd;Iwaidja;Iwaidja language;regular;aus-wdj;Iwaidjan;;;;Latn;;
2620;ibe;Akpes;Akpes language;regular;alv-von;Volta-Niger;;;;Latn;;
2621;ibg;Ibanag;Ibanag language;regular;phi;Philippine;;;;;;
2622;ibh;Bih;Bih language;regular;cmc;Chamic;;;;Latn;;
2623;ibl;Ibaloi;Ibaloi language;regular;phi;Philippine;;;;;Ibaloy,Inibaloi,Inibaloy;
2624;ibm;Agoi;Agoi language;regular;nic-ucr;Upper Cross River;;;;Latn;;
2625;ibn;Ibino;Ibino language;regular;nic-lcr;Lower Cross River;;;;Latn;;
2626;ibr;Ibuoro;Ibuoro language;regular;nic-ief;Ibibio-Efik;;;;;;
2627;ibu;Ibu;Ibu language;regular;paa-nha;North Halmahera;;;;;;
2628;iby;Ibani;Ibani language;regular;ijo;Ijoid;;;;;;
2629;ica;Ede Ica;Ede Ica language;regular;alv-ede;Ede;;;;Latn;;
2630;ich;Etkywan;Etkywan language;regular;nic-jkn;Jukunoid;;;;Latn;Etekwe,Icen,Itchen;
2631;icl;Icelandic Sign Language;Icelandic Sign Language;regular;sgn;sign;;;;Latn;;
2632;icr;Islander Creole English;Islander Creole English language;regular;crp;creole or pidgin;;;;Latn;San Andrés-Providencia Creole;
2633;id;Indonesian;Indonesian language;regular;poz-mly;Malayic;;;;Latn;;standard characters
2634;ida;Idakho-Isukha-Tiriki;Idakho-Isukha-Tiriki language;regular;bnt-lok;Logooli-Kuria;;;;;;
2635;idb;Indo-Portuguese;Indo-Portuguese language;regular;crp;creole or pidgin;;;;Latn;;
2636;idc;Idon;Idon language;regular;nic-plc;Central Plateau;;;;;;
2637;idd;Ede Idaca;Ede Idaca language;regular;alv-ede;Ede;;;;Latn;;
2638;ide;Idere;Idere language;regular;nic-ief;Ibibio-Efik;;;;;;
2639;idi;Idi;Idi language;regular;paa;Papuan;;;;;;
2640;idr;Indri;Indri language;regular;nic-ser;Sere;;;;;;
2641;ids;Idesa;Idesa language;regular;alv-swd;Southwestern Edoid;;;;Latn;;
2642;idt;Idaté;Idaté language;regular;poz-tim;Timoric;;;;Latn;;
2643;idu;Idoma;Idoma language;regular;alv-ido;Idomoid;;;;Latn;;
2644;ie;Interlingue;Interlingue language;appendix-constructed;art;constructed;;autodetect;;Latn;;
2645;ifa;Amganad Ifugao;Amganad Ifugao language;regular;phi;Philippine;;;;;Amganad Ifugaw;
2646;ifb;Batad Ifugao;Batad Ifugao language;regular;phi;Philippine;;;;;Batad Ifugaw,Ifugaw,Batad;
2647;ife;Ifè;Ifè language;regular;alv-ede;Ede;sortkey;autodetect;;Latn;;
2648;iff;Ifo;Ifo language;regular;poz-oce;Oceanic;;;;Latn;Utaha;
2649;ifk;Tuwali Ifugao;Tuwali Ifugao language;regular;phi;Philippine;;;;;Tuwali Ifugaw;
2650;ifm;Teke-Fuumu;Teke-Fuumu language;regular;bnt-tek;Teke;;;;;;
2651;ifu;Mayoyao Ifugao;Mayoyao Ifugao language;regular;phi;Philippine;;;;Latn;Mayoyao Ifugaw;
2652;ify;Keley-I Kallahan;Keley-I Kallahan language;regular;phi;Philippine;;;;;;
2653;ig;Igbo;Igbo language;regular;alv-igb;Igboid;sortkey;autodetect;;Latn;;
2654;igb;Ebira;Ebira language;regular;alv-nup;Nupoid;;;;Latn;Igbira;
2655;ige;Igede;Igede language;regular;alv-ido;Idomoid;;;;Latn;;
2656;igg;Igana;Igana language;regular;paa;Papuan;;;;Latn;;
2657;igl;Igala;Igala language;regular;alv-yrd;Yoruboid;sortkey;autodetect;;Latn;;
2658;igm;Kanggape;Kanggape language;regular;paa;Papuan;;;;Latn;;
2659;ign;Ignaciano;Ignaciano language;regular;awd;Arawakan;;;;;Ignaciano Moxos,Moxo,Moxos,Mojo,Moxa;
2660;igo;Isebe;Isebe language;regular;ngf-mad;Madang;;;;;;
2661;igs;Glosa;Glosa language;appendix-constructed;art;constructed;;;;;;
2662;igw;Igwe;Igwe language;regular;alv-yek;Yekhee;;;;Latn;;
2663;ihb;Pidgin Iha;Pidgin Iha language;regular;crp;creole or pidgin;;;;;;
2664;ihi;Ihievbe;Ihievbe language;regular;alv-eeo;Edo-Esan-Ora;;;;Latn;;
2665;ihp;Iha;Iha language;regular;ngf;Trans-New Guinea;;;;;;
2666;ii;Sichuan Yi;Sichuan Yi language;regular;tbq-lol;Loloish;;;;Yiii;;
2667;iir-nur-pro;Proto-Nuristani;Proto-Nuristani language;reconstructed;iir-nur;Nuristani;;;exceptional;Latnx;;
2668;iir-pro;Proto-Indo-Iranian;Proto-Indo-Iranian language;reconstructed;iir;Indo-Iranian;;;exceptional;Latnx;;
2669;ijc;Izon;Izon language;regular;ijo;Ijoid;;;;Latn;Kolokuma,Ekpetiama,Gbanran,Central-Western Ijo;
2670;ije;Biseni;Biseni language;regular;ijo;Ijoid;;;;;;
2671;ijj;Ede Ije;Ede Ije language;regular;alv-ede;Ede;;;;Latn;;
2672;ijn;Kalabari;Kalabari language;regular;ijo;Ijoid;;;;;;
2673;ijo-pro;Proto-Ijoid;Proto-Ijoid language;reconstructed;ijo;Ijoid;;;exceptional;Latnx;;
2674;ijs;Southeast Ijo;Southeast Ijo language;regular;ijo;Ijoid;;;;Latn;Southeastern Ijo,Nembe;
2675;ik;Inupiaq;Inupiaq language;regular;esx-inu;Inuit;sortkey;;;Latn;;
2676;ike;Eastern Canadian Inuktitut;Eastern Canadian Inuktitut language;regular;esx-inu;Inuit;;;;Cans;;
2677;iki;Iko;Iko language;regular;nic-lcr;Lower Cross River;;;;Latn;;
2678;ikk;Ika;Ika language;regular;alv-igb;Igboid;;;;;;
2679;ikl;Ikulu;Ikulu language;regular;nic-plc;Central Plateau;;;;Latn;Kulu;
2680;iko;Olulumo-Ikom;Olulumo-Ikom language;regular;nic-uce;East-West Upper Cross River;;;;Latn;;
2681;ikp;Ikpeshi;Ikpeshi language;regular;alv-yek;Yekhee;;;;Latn;;
2682;ikr;Ikaranggal;Ikaranggal language;regular;aus-pam;Pama-Nyungan;;;;;Ikarranggal,Ikarranggali;
2683;iks;Inuit Sign Language;Inuit Sign Language;regular;sgn;sign;;;;Latn;Inuit Uukturausingit,ISL,IUR;
2684;ikt;Inuvialuktun;Inuvialuktun language;regular;esx-inu;Inuit;;;;Cans,Latn;Western Canadian Inuktitut,Western Canadian Inuktun,Western Canadian Inuit;
2685;ikv;Iku-Gora-Ankwa;Iku-Gora-Ankwa language;regular;nic-plc;Central Plateau;;;;;;
2686;ikw;Ikwere;Ikwere language;regular;alv-igb;Igboid;;;;;;
2687;ikx;Ik;Ik language;regular;ssa-klk;Kuliak;;;;Latn;;
2688;ikz;Ikizu;Ikizu language;regular;bnt-lok;Logooli-Kuria;;;;Latn;;
2689;ila;Ile Ape;Ile Ape language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;;;
2690;ilb;Ila;Ila language;regular;bnt-bot;Botatwe;;;;Latn;;
2691;ilg;Ilgar;Ilgar language;regular;aus-wdj;Iwaidjan;;;;Latn;Garig;
2692;ili;Ili Turki;Ili Turki language;regular;trk-kar;Karluk;;;;;;
2693;ilk;Ilongot;Ilongot language;regular;phi;Philippine;;;;Latn;;
2694;ill;Iranun;Iranun language;regular;phi;Philippine;;;;Latn,Arab;;
2695;ilo;Ilocano;Ilocano language;regular;phi;Philippine;sortkey;autodetect;;Latn,Tglg;;standard characters
2696;ils;International Sign;International Sign language;regular;sgn;sign;;;;;;
2697;ilu;Ili'uun;Ili'uun language;regular;poz-tim;Timoric;;;;;;
2698;ilv;Ilue;Ilue language;regular;nic-lcr;Lower Cross River;;;;Latn;;
2699;ima;Mala Malasar;Mala Malasar language;regular;dra;Dravidian;;;;;;
2700;imi;Anamgura;Anamgura language;regular;ngf-mad;Madang;;;;;;
2701;iml;Miluk;Miluk language;regular;nai-coo;Coosan;;;;Latn;Lower Coquille,Miluk Coos;
2702;imn;Imonda;Imonda language;regular;paa-brd;Border;;;;;;
2703;imo;Imbongu;Imbongu language;regular;ngf-mad;Madang;;;;;Ibo Ugu,Imbo Ungu;
2704;imr;Imroing;Imroing language;regular;poz-tim;Timoric;;;;;;
2705;ims;Marsian;Marsian language;regular;itc-sbl;Osco-Umbrian;;;;Latn;;
2706;imy;Milyan;Milyan language;regular;ine-ana;Anatolian;;;;Lyci;;
2707;inb;Inga;Inga language;regular;qwe;Quechuan;;;;;;
2708;inc-ash;Ashokan Prakrit;Ashokan Prakrit language;regular;inc-mid;Middle Indo-Aryan;;;exceptional;Brah,Khar;;
2709;inc-cen-pro;Proto-Central Indo-Aryan;Proto-Central Indo-Aryan language;reconstructed;inc-cen;Central Indo-Aryan;;;exceptional;Latnx;;
2710;inc-gup;Gurjar Apabhramsa;Gurjar Apabhramsa language;regular;inc-mid;Middle Indo-Aryan;;;exceptional;Deva;;
2711;inc-kam;Kamarupi Prakrit;Kamarupi Prakrit language;regular;inc-mid;Middle Indo-Aryan;;;exceptional;Brah,Sidd;;
2712;inc-kho;Kholosi;Kholosi language;regular;inc-snd;Sindhi;;;exceptional;Latn;;
2713;inc-mas;Middle Assamese;Middle Assamese language;regular;inc-eas;Eastern Indo-Aryan;;;exceptional;as-Beng;;
2714;inc-mbn;Middle Bengali;Middle Bengali language;regular;inc-eas;Eastern Indo-Aryan;;;exceptional;Beng;;
2715;inc-mgu;Middle Gujarati;Middle Gujarati language;regular;inc-wes;Western Indo-Aryan;;;exceptional;Deva;;
2716;inc-mor;Middle Odia;Middle Odia language;regular;inc-eas;Eastern Indo-Aryan;;;exceptional;Orya;;
2717;inc-oas;Early Assamese;Early Assamese language;regular;inc-eas;Eastern Indo-Aryan;;;exceptional;as-Beng;;
2718;inc-obn;Old Bengali;Old Bengali language;regular;inc-eas;Eastern Indo-Aryan;;;exceptional;Beng;;
2719;inc-ogu;Old Gujarati;Old Gujarati language;regular;inc-wes;Western Indo-Aryan;;;exceptional;Deva;Old Western Rajasthani;
2720;inc-ohi;Old Hindi;Old Hindi language;regular;inc-hiw;Western Hindi;;autodetect;exceptional;Deva,ur-Arab;;
2721;inc-oor;Old Odia;Old Odia language;regular;inc-eas;Eastern Indo-Aryan;;;exceptional;Orya;;
2722;inc-opa;Old Punjabi;Old Punjabi language;regular;inc-pan;Punjabi-Lahnda;;autodetect;exceptional;Guru,pa-Arab;;
2723;inc-ork;Old Kamta;Old Kamta language;regular;inc-eas;Eastern Indo-Aryan;;;exceptional;as-Beng;;
2724;inc-pra;Prakrit;Prakrit language;regular;inc-mid;Middle Indo-Aryan;;autodetect;exceptional;Brah,Deva,Knda;;
2725;inc-pro;Proto-Indo-Aryan;Proto-Indo-Aryan language;reconstructed;inc;Indo-Aryan;;;exceptional;Latnx;;
2726;inc-sap;Sauraseni Apabhramsa;Sauraseni Apabhramsa language;regular;inc-mid;Middle Indo-Aryan;;;exceptional;Deva;;
2727;inc-tak;Takka Apabhramsa;Takka Apabhramsa language;regular;inc-mid;Middle Indo-Aryan;;;exceptional;Deva;;
2728;inc-vra;Vracada Apabhramsa;Vracada Apabhramsa language;regular;inc-mid;Middle Indo-Aryan;;;exceptional;Deva;;
2729;ine-ana-pro;Proto-Anatolian;Proto-Anatolian language;reconstructed;ine-ana;Anatolian;;;exceptional;Latnx;;
2730;ine-bsl-pro;Proto-Balto-Slavic;Proto-Balto-Slavic language;reconstructed;ine-bsl;Balto-Slavic;sortkey;;exceptional;Latnx;;
2731;ine-pae;Paeonian;Paeonian language;regular;ine;Indo-European;sortkey;autodetect;exceptional;Polyt;;
2732;ine-pro;Proto-Indo-European;Proto-Indo-European language;reconstructed;ine;Indo-European;sortkey;;exceptional;Latnx;;
2733;ine-toc-pro;Proto-Tocharian;Proto-Tocharian language;reconstructed;ine-toc;Tocharian;;;exceptional;Latnx;;
2734;ing;Deg Xinag;Deg Xinag language;regular;ath-nor;North Athabaskan;;;;;;
2735;inh;Ingush;Ingush language;regular;cau-vay;Vainakh;sortkey;autodetect;;Cyrl,Latn,Arab;;
2736;inj;Jungle Inga;Jungle Inga language;regular;qwe;Quechuan;;;;;;
2737;inl;Indonesian Sign Language;Indonesian Sign Language;regular;sgn;sign;;;;Latn;;
2738;inm;Minaean;Minaean language;regular;sem-osa;Old South Arabian;;;;Sarb;;
2739;inn;Isinai;Isinai language;regular;phi;Philippine;;;;;;
2740;ino;Inoke-Yate;Inoke-Yate language;regular;paa-kag;Kainantu-Goroka;;;;;;
2741;inp;Iñapari;Iñapari language;regular;awd;Arawakan;;;;Latn;;
2742;ins;Indian Sign Language;Indian Sign Language;regular;sgn;sign;;;;;;
2743;int;Intha;Intha language;regular;tbq-brm;Burmish;;;;;;
2744;inz;Ineseño;Ineseño language;regular;nai-chu;Chumashan;;;;Latn;;
2745;io;Ido;Ido language;regular;art;constructed;;;;Latn;;
2746;ior;Inor;Inor language;regular;sem-eth;Ethiopian Semitic;;;;Ethi;;
2747;iou;Tuma-Irumu;Tuma-Irumu language;regular;ngf-fin;Finisterre;;;;Latn;;
2748;iow;Chiwere;Chiwere language;regular;sio-msv;Mississippi Valley Siouan;;;;Latn;Iowa,Otoe,Oto,Iowa-Otoe-Missouria,Jiwere,Jíwere,Baxoje,Báxoje,Báxoje-Jíwere-Ñút'achi,Báxoje-Jiwére-Ñútˀačhi,Maʔúŋke,Nut'achi;
2749;ipi;Ipili;Ipili language;regular;paa-eng;Engan;;;;;;
2750;ipo;Ipiko;Ipiko language;regular;ngf;Trans-New Guinea;;;;;;
2751;iqu;Iquito;Iquito language;regular;sai-zap;Zaparoan;;;;Latn;;
2752;iqw;Ikwo;Ikwo language;regular;alv-igb;Igboid;;;;Latn;;
2753;ira-kms-pro;Proto-Komisenian;Proto-Komisenian language;reconstructed;ira-kms;Komisenian;;;exceptional;Latnx;;
2754;ira-mny-pro;Proto-Munji-Yidgha;Proto-Munji-Yidgha language;reconstructed;ira-mny;Munji-Yidgha;;;exceptional;Latnx;;
2755;ira-mpr-pro;Proto-Medo-Parthian;Proto-Medo-Parthian language;reconstructed;ira-mpr;Medo-Parthian;;;exceptional;Latnx;;
2756;ira-pat-pro;Proto-Pathan;Proto-Pathan language;reconstructed;ira-pat;Pathan;;;exceptional;Latnx;;
2757;ira-pro;Proto-Iranian;Proto-Iranian language;reconstructed;ira;Iranian;;;exceptional;Latnx;;
2758;ira-sgc-pro;Proto-Sogdic;Proto-Sogdic language;reconstructed;ira-sgc;Sogdic;;;exceptional;Latnx;;
2759;ira-sgi-pro;Proto-Sanglechi-Ishkashimi;Proto-Sanglechi-Ishkashimi language;reconstructed;ira-sgi;Sanglechi-Ishkashimi;;;exceptional;Latnx;;
2760;ira-shr-pro;Proto-Shughni-Roshani;Proto-Shughni-Roshani language;reconstructed;ira-shy;Shughni-Yazghulami;;;exceptional;Latnx;;
2761;ira-shy-pro;Proto-Shughni-Yazghulami;Proto-Shughni-Yazghulami language;reconstructed;ira-shy;Shughni-Yazghulami;;;exceptional;Latnx;;
2762;ira-sym-pro;Proto-Shughni-Yazghulami-Munji;Proto-Shughni-Yazghulami-Munji language;reconstructed;ira-sym;Shughni-Yazghulami-Munji;;;exceptional;Latnx;;
2763;ira-wnj;Vanji;Vanji language;regular;ira-shy;Shughni-Yazghulami;;;exceptional;Latnx;;
2764;ira-zgr-pro;Proto-Zaza-Gorani;Proto-Zaza-Gorani language;reconstructed;ira-zgr;Zaza-Gorani;;;exceptional;Latnx;;
2765;ire;Iresim;Iresim language;regular;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
2766;irh;Irarutu;Irarutu language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;;
2767;iri;Rigwe;Rigwe language;regular;nic-plc;Central Plateau;;;;Latn;Irigwe;
2768;irk;Iraqw;Iraqw language;regular;cus-sou;South Cushitic;;;;Latn;;
